Person,Item,Ratings
5153,yogurt,8.0
5153,UHT-milk,8.0
5153,cream cheese ,8.0
5153,processed cheese,8.0
5153,white bread,8.0
5153,sugar,6.0
5156,tropical fruit,9.0
5156,yogurt,8.0
5156,salt,8.0
5156,specialty vegetables,9.0
5156,bottled beer,8.0
5163,other vegetables,9.0
5163,dessert,6.0
5163,white bread,8.0
5163,dog food,8.0
5163,flower soil/fertilizer,8.0
5164,frankfurter,8.0
5164,tropical fruit,9.0
5164,other vegetables,9.0
5164,whole milk,8.0
5164,butter,8.0
5164,frozen meals,8.0
5164,fruit/vegetable juice,8.0
5169,tropical fruit,9.0
5169,other vegetables,9.0
5169,whole milk,8.0
5169,mayonnaise,8.0
5169,brown bread,6.0
5169,canned fish,8.0
5169,soda,5.0
5169,misc. beverages,8.0
5169,bottled beer,8.0
5169,dental care,8.0
5171,berries,9.0
5171,rolls/buns,8.0
5171,pastry,6.0
5171,fruit/vegetable juice,8.0
5171,canned beer,8.0
5172,other vegetables,9.0
5172,brown bread,6.0
5172,pastry,6.0
5172,bottled water,8.0
5172,canned beer,8.0
5174,meat,8.0
5174,yogurt,8.0
5174,cream cheese ,8.0
5174,brown bread,6.0
5174,meat spreads,8.0
5174,canned fish,8.0
5179,processed cheese,8.0
5179,white bread,8.0
5179,sugar,6.0
5179,cat food,8.0
5179,soda,5.0
5179,fruit/vegetable juice,8.0
5179,candy,8.0
5179,shopping bags,8.0
5183,tropical fruit,9.0
5183,dessert,6.0
5183,yogurt,8.0
5183,soda,5.0
5183,candy,8.0
5185,tropical fruit,9.0
5185,pip fruit,9.0
5185,processed cheese,8.0
5185,rolls/buns,8.0
5185,misc. beverages,8.0
5185,fruit/vegetable juice,8.0
5185,candy,8.0
5189,frankfurter,8.0
5189,other vegetables,9.0
5189,rolls/buns,8.0
5189,white bread,8.0
5189,soda,5.0
5189,white wine,8.0
5189,chocolate,8.0
5189,detergent,6.0
5192,whole milk,8.0
5192,yogurt,8.0
5192,pastry,6.0
5192,sweet spreads,8.0
5192,soda,5.0
5195,beef,8.0
5195,other vegetables,9.0
5195,bottled beer,8.0
5195,red/blush wine,8.0
5195,shopping bags,8.0
5197,frankfurter,8.0
5197,tropical fruit,9.0
5197,pip fruit,9.0
5197,dessert,6.0
5197,beverages,8.0
5197,domestic eggs,8.0
5197,flour,6.0
5197,margarine,8.0
5197,Instant food products,8.0
5197,jam,8.0
5198,sausage,8.0
5198,pip fruit,9.0
5198,curd,8.0
5198,soda,5.0
5198,canned beer,8.0
5198,cake bar,6.0
5198,shopping bags,8.0
5199,whole milk,8.0
5199,yogurt,8.0
5199,spread cheese,8.0
5199,bottled water,8.0
5199,soda,5.0
5200,sausage,8.0
5200,ham,8.0
5200,pip fruit,9.0
5200,onions,9.0
5200,other vegetables,9.0
5200,hard cheese,8.0
5200,white bread,8.0
5200,bottled water,8.0
5200,shopping bags,8.0
5201,frankfurter,8.0
5201,yogurt,8.0
5201,UHT-milk,8.0
5201,frozen vegetables,8.0
5201,coffee,8.0
5201,soda,5.0
5201,fruit/vegetable juice,8.0
5201,white wine,8.0
5201,chewing gum,8.0
5201,shopping bags,8.0
5208,sausage,8.0
5208,tropical fruit,9.0
5208,butter,8.0
5208,frozen meals,8.0
5208,pasta,8.0
5208,fruit/vegetable juice,8.0
5211,tropical fruit,9.0
5211,whole milk,8.0
5211,domestic eggs,8.0
5211,red/blush wine,8.0
5211,house keeping products,8.0
5212,sausage,8.0
5212,UHT-milk,8.0
5212,brown bread,6.0
5212,oil,8.0
5212,canned beer,8.0
5212,brandy,8.0
5212,shopping bags,8.0
5216,frankfurter,8.0
5216,hamburger meat,8.0
5216,tropical fruit,9.0
5216,other vegetables,9.0
5216,whole milk,8.0
5216,yogurt,8.0
5216,whipped/sour cream,8.0
5216,rolls/buns,8.0
5216,kitchen towels,8.0
5216,newspapers,7.0
5219,butter,8.0
5219,dessert,6.0
5219,yogurt,8.0
5219,rolls/buns,8.0
5219,margarine,8.0
5219,chewing gum,8.0
5221,sausage,8.0
5221,rolls/buns,8.0
5221,bottled water,8.0
5221,soda,5.0
5221,newspapers,7.0
5221,shopping bags,8.0
5224,pip fruit,9.0
5224,butter milk,8.0
5224,UHT-milk,8.0
5224,ice cream,8.0
5224,rolls/buns,8.0
5224,male cosmetics,7.0
5224,newspapers,7.0
5229,other vegetables,9.0
5229,curd,8.0
5229,pastry,6.0
5229,pasta,8.0
5229,hygiene articles,7.0
5229,flower (seeds),8.0
5231,ice cream,8.0
5231,bottled beer,8.0
5231,prosecco,8.0
5231,dishes,8.0
5231,shopping bags,8.0
5239,root vegetables,9.0
5239,other vegetables,9.0
5239,whole milk,8.0
5239,rolls/buns,8.0
5239,sugar,6.0
5239,cereals,8.0
5239,soda,5.0
5239,soap,6.0
5241,meat,8.0
5241,pip fruit,9.0
5241,whole milk,8.0
5241,curd,8.0
5241,yogurt,8.0
5241,frozen meals,8.0
5241,pastry,6.0
5241,potato products,9.0
5241,fruit/vegetable juice,8.0
5241,bottled beer,8.0
5241,salty snack,8.0
5241,long life bakery product,5.0
5241,newspapers,7.0
5242,frankfurter,8.0
5242,ham,8.0
5242,tropical fruit,9.0
5242,pip fruit,9.0
5242,grapes,8.0
5242,other vegetables,9.0
5242,whole milk,8.0
5242,yogurt,8.0
5242,sliced cheese,8.0
5242,frozen meals,8.0
5242,frozen fish,8.0
5242,brown bread,6.0
5243,tropical fruit,9.0
5243,dessert,6.0
5243,yogurt,8.0
5243,sliced cheese,8.0
5243,cream cheese ,8.0
5243,rolls/buns,8.0
5243,brown bread,6.0
5243,canned vegetables,8.0
5243,fruit/vegetable juice,8.0
5244,chicken,8.0
5244,root vegetables,9.0
5244,other vegetables,9.0
5244,whole milk,8.0
5244,frozen vegetables,8.0
5244,domestic eggs,8.0
5244,brown bread,6.0
5244,canned vegetables,8.0
5249,chicken,8.0
5249,pork,8.0
5249,margarine,8.0
5249,specialty fat,8.0
5249,bottled beer,8.0
5257,beef,8.0
5257,tropical fruit,9.0
5257,whole milk,8.0
5257,margarine,8.0
5257,soda,5.0
5257,candles,8.0
5264,tropical fruit,9.0
5264,other vegetables,9.0
5264,UHT-milk,8.0
5264,domestic eggs,8.0
5264,pot plants,8.0
5269,pip fruit,9.0
5269,root vegetables,9.0
5269,whole milk,8.0
5269,butter,8.0
5269,curd,8.0
5269,yogurt,8.0
5269,UHT-milk,8.0
5269,specialty cheese,8.0
5269,white bread,8.0
5269,margarine,8.0
5269,cereals,8.0
5269,pickled vegetables,8.0
5269,coffee,8.0
5269,cake bar,6.0
5270,meat,8.0
5270,other vegetables,9.0
5270,whole milk,8.0
5270,hard cheese,8.0
5270,fruit/vegetable juice,8.0
5270,long life bakery product,5.0
5280,meat,8.0
5280,pork,8.0
5280,butter,8.0
5280,brown bread,6.0
5280,specialty chocolate,8.0
5280,kitchen towels,8.0
5281,tropical fruit,9.0
5281,pip fruit,9.0
5281,whole milk,8.0
5281,cream cheese ,8.0
5281,frozen vegetables,8.0
5281,ice cream,8.0
5281,bottled water,8.0
5281,shopping bags,8.0
5285,frankfurter,8.0
5285,tropical fruit,9.0
5285,other vegetables,9.0
5285,dessert,6.0
5285,UHT-milk,8.0
5285,cream cheese ,8.0
5285,brown bread,6.0
5285,pastry,6.0
5285,hygiene articles,7.0
5287,tropical fruit,9.0
5287,root vegetables,9.0
5287,other vegetables,9.0
5287,whole milk,8.0
5287,ice cream,8.0
5287,pasta,8.0
5287,canned vegetables,8.0
5287,soda,5.0
5287,salty snack,8.0
5292,whole milk,8.0
5292,cat food,8.0
5292,pet care,8.0
5292,coffee,8.0
5292,soda,5.0
5292,misc. beverages,8.0
5292,chocolate,8.0
5294,whole milk,8.0
5294,processed cheese,8.0
5294,soda,5.0
5294,cake bar,6.0
5294,chocolate,8.0
5294,specialty bar,8.0
5294,shopping bags,8.0
5295,sausage,8.0
5295,tropical fruit,9.0
5295,root vegetables,9.0
5295,other vegetables,9.0
5295,hard cheese,8.0
5295,fruit/vegetable juice,8.0
5295,long life bakery product,5.0
5295,waffles,6.0
5296,pork,8.0
5296,other vegetables,9.0
5296,whole milk,8.0
5296,frozen vegetables,8.0
5296,brown bread,6.0
5296,roll products ,8.0
5296,canned vegetables,8.0
5296,sparkling wine,8.0
5296,chocolate,8.0
5296,dental care,8.0
5297,beef,8.0
5297,whole milk,8.0
5297,curd,8.0
5297,white bread,8.0
5297,napkins,7.0
5298,sausage,8.0
5298,chicken,8.0
5298,hamburger meat,8.0
5298,other vegetables,9.0
5298,whole milk,8.0
5298,butter milk,8.0
5298,whipped/sour cream,8.0
5298,white bread,8.0
5299,tropical fruit,9.0
5299,pip fruit,9.0
5299,UHT-milk,8.0
5299,cream cheese ,8.0
5299,pasta,8.0
5299,sauces,8.0
5299,baking powder,6.0
5299,cat food,8.0
5299,pet care,8.0
5299,bottled water,8.0
5299,bottled beer,8.0
5299,salty snack,8.0
5299,shopping bags,8.0
5300,whole milk,8.0
5300,yogurt,8.0
5300,domestic eggs,8.0
5300,rolls/buns,8.0
5300,fruit/vegetable juice,8.0
5300,long life bakery product,5.0
5300,specialty chocolate,8.0
5300,specialty bar,8.0
5305,sausage,8.0
5305,tropical fruit,9.0
5305,yogurt,8.0
5305,frozen meals,8.0
5305,cat food,8.0
5305,bottled water,8.0
5305,soda,5.0
5305,bottled beer,8.0
5305,waffles,6.0
5306,pip fruit,9.0
5306,other vegetables,9.0
5306,whole milk,8.0
5306,butter,8.0
5306,whipped/sour cream,8.0
5306,sliced cheese,8.0
5306,pastry,6.0
5306,hygiene articles,7.0
5306,napkins,7.0
5312,herbs,9.0
5312,whole milk,8.0
5312,curd,8.0
5312,cat food,8.0
5312,soda,5.0
5313,tropical fruit,9.0
5313,root vegetables,9.0
5313,other vegetables,9.0
5313,whole milk,8.0
5313,yogurt,8.0
5313,rice,9.0
5313,oil,8.0
5313,bathroom cleaner,7.0
5315,curd,8.0
5315,cream cheese ,8.0
5315,frozen fruits,8.0
5315,margarine,8.0
5315,cocoa drinks,8.0
5315,soda,5.0
5316,pork,8.0
5316,beef,8.0
5316,other vegetables,9.0
5316,whole milk,8.0
5316,yogurt,8.0
5316,margarine,8.0
5316,fruit/vegetable juice,8.0
5318,hamburger meat,8.0
5318,onions,9.0
5318,ice cream,8.0
5318,misc. beverages,8.0
5318,shopping bags,8.0
5319,root vegetables,9.0
5319,onions,9.0
5319,dessert,6.0
5319,mayonnaise,8.0
5319,brown bread,6.0
5319,salt,8.0
5319,canned fish,8.0
5319,bottled water,8.0
5319,fruit/vegetable juice,8.0
5319,bottled beer,8.0
5319,popcorn,8.0
5320,butter,8.0
5320,spread cheese,8.0
5320,ice cream,8.0
5320,rolls/buns,8.0
5320,soda,5.0
5320,long life bakery product,5.0
5320,chocolate,8.0
5320,chocolate marshmallow,8.0
5323,sausage,8.0
5323,meat,8.0
5323,chicken,8.0
5323,beef,8.0
5323,citrus fruit,9.0
5323,root vegetables,9.0
5323,herbs,9.0
5323,whole milk,8.0
5323,butter,8.0
5323,domestic eggs,8.0
5323,roll products ,8.0
5323,coffee,8.0
5323,long life bakery product,5.0
5323,waffles,6.0
5327,sausage,8.0
5327,meat,8.0
5327,berries,9.0
5327,onions,9.0
5327,other vegetables,9.0
5327,soft cheese,8.0
5327,hard cheese,8.0
5327,cream cheese ,8.0
5327,mayonnaise,8.0
5327,frozen meals,8.0
5327,domestic eggs,8.0
5327,rolls/buns,8.0
5327,mustard,8.0
5327,canned fish,8.0
5327,shopping bags,8.0
5328,frankfurter,8.0
5328,mayonnaise,8.0
5328,margarine,8.0
5328,mustard,8.0
5328,ketchup,8.0
5328,seasonal products,8.0
5330,sausage,8.0
5330,meat,8.0
5330,whole milk,8.0
5330,curd,8.0
5330,dessert,6.0
5330,yogurt,8.0
5330,brown bread,6.0
5330,dental care,8.0
5330,male cosmetics,7.0
5331,chicken,8.0
5331,pip fruit,9.0
5331,whole milk,8.0
5331,dessert,6.0
5331,margarine,8.0
5331,soda,5.0
5331,canned beer,8.0
5331,liquor,8.0
5331,newspapers,7.0
5333,pip fruit,9.0
5333,yogurt,8.0
5333,cream cheese ,8.0
5333,meat spreads,8.0
5333,coffee,8.0
5333,specialty chocolate,8.0
5333,seasonal products,8.0
5333,cookware,8.0
5333,shopping bags,8.0
5338,hamburger meat,8.0
5338,berries,9.0
5338,other vegetables,9.0
5338,UHT-milk,8.0
5338,hard cheese,8.0
5338,processed cheese,8.0
5338,canned vegetables,8.0
5338,soda,5.0
5338,waffles,6.0
5338,specialty bar,8.0
5338,newspapers,7.0
5340,whole milk,8.0
5340,yogurt,8.0
5340,beverages,8.0
5340,rolls/buns,8.0
5340,bottled water,8.0
5340,fruit/vegetable juice,8.0
5344,dessert,6.0
5344,soft cheese,8.0
5344,brown bread,6.0
5344,pastry,6.0
5344,soda,5.0
5344,long life bakery product,5.0
5344,hygiene articles,7.0
5344,shopping bags,8.0
5346,hamburger meat,8.0
5346,herbs,9.0
5346,UHT-milk,8.0
5346,domestic eggs,8.0
5346,oil,8.0
5346,chocolate,8.0
5350,chocolate,8.0
5350,specialty bar,8.0
5350,candy,8.0
5350,napkins,7.0
5350,flower (seeds),8.0
5353,chicken,8.0
5353,butter,8.0
5353,frozen vegetables,8.0
5353,soda,5.0
5353,misc. beverages,8.0
5353,chocolate,8.0
5353,specialty chocolate,8.0
5357,pip fruit,9.0
5357,misc. beverages,8.0
5357,chewing gum,8.0
5357,specialty chocolate,8.0
5357,shopping bags,8.0
5358,sausage,8.0
5358,spread cheese,8.0
5358,domestic eggs,8.0
5358,soda,5.0
5358,shopping bags,8.0
5360,tropical fruit,9.0
5360,pip fruit,9.0
5360,root vegetables,9.0
5360,onions,9.0
5360,other vegetables,9.0
5360,whole milk,8.0
5360,whipped/sour cream,8.0
5360,misc. beverages,8.0
5360,fruit/vegetable juice,8.0
5360,red/blush wine,8.0
5360,salty snack,8.0
5360,detergent,6.0
5360,shopping bags,8.0
5364,ham,8.0
5364,whole milk,8.0
5364,hard cheese,8.0
5364,margarine,8.0
5364,coffee,8.0
5364,fruit/vegetable juice,8.0
5365,sausage,8.0
5365,pork,8.0
5365,beef,8.0
5365,tropical fruit,9.0
5365,other vegetables,9.0
5365,whole milk,8.0
5365,butter milk,8.0
5365,whipped/sour cream,8.0
5365,roll products ,8.0
5365,bottled water,8.0
5365,detergent,6.0
5365,hygiene articles,7.0
5365,napkins,7.0
5365,house keeping products,8.0
5369,citrus fruit,9.0
5369,rolls/buns,8.0
5369,soda,5.0
5369,chewing gum,8.0
5369,shopping bags,8.0
5374,citrus fruit,9.0
5374,pip fruit,9.0
5374,other vegetables,9.0
5374,whole milk,8.0
5374,curd,8.0
5374,frozen fish,8.0
5374,domestic eggs,8.0
5374,jam,8.0
5374,dishes,8.0
5379,ham,8.0
5379,whole milk,8.0
5379,dessert,6.0
5379,rolls/buns,8.0
5379,misc. beverages,8.0
5379,waffles,6.0
5379,skin care,7.0
5382,UHT-milk,8.0
5382,domestic eggs,8.0
5382,rolls/buns,8.0
5382,fruit/vegetable juice,8.0
5382,newspapers,7.0
5386,sausage,8.0
5386,pip fruit,9.0
5386,root vegetables,9.0
5386,whole milk,8.0
5386,spread cheese,8.0
5386,rolls/buns,8.0
5386,margarine,8.0
5386,bottled water,8.0
5389,root vegetables,9.0
5389,UHT-milk,8.0
5389,domestic eggs,8.0
5389,pasta,8.0
5389,margarine,8.0
5389,soups,5.0
5389,cat food,8.0
5389,coffee,8.0
5389,bottled water,8.0
5389,soda,5.0
5389,misc. beverages,8.0
5389,sparkling wine,8.0
5389,specialty chocolate,8.0
5389,specialty bar,8.0
5389,seasonal products,8.0
5389,female sanitary products,7.0
5389,newspapers,7.0
5392,pork,8.0
5392,tropical fruit,9.0
5392,pip fruit,9.0
5392,other vegetables,9.0
5392,whipped/sour cream,8.0
5392,chocolate,8.0
5392,chocolate marshmallow,8.0
5392,shopping bags,8.0
5395,meat,8.0
5395,pork,8.0
5395,soft cheese,8.0
5395,oil,8.0
5395,margarine,8.0
5395,seasonal products,8.0
5397,other vegetables,9.0
5397,whole milk,8.0
5397,mayonnaise,8.0
5397,frozen potato products,8.0
5397,pastry,6.0
5397,margarine,8.0
5397,baking powder,6.0
5402,beef,8.0
5402,pip fruit,9.0
5402,whole milk,8.0
5402,butter,8.0
5402,curd,8.0
5402,yogurt,8.0
5402,condensed milk,8.0
5402,white bread,8.0
5402,detergent,6.0
5404,rolls/buns,8.0
5404,brown bread,6.0
5404,soda,5.0
5404,misc. beverages,8.0
5404,bottled beer,8.0
5406,sausage,8.0
5406,other vegetables,9.0
5406,yogurt,8.0
5406,rolls/buns,8.0
5406,soda,5.0
5406,canned beer,8.0
5407,sliced cheese,8.0
5407,domestic eggs,8.0
5407,rolls/buns,8.0
5407,bottled water,8.0
5407,soda,5.0
5407,pot plants,8.0
5408,pork,8.0
5408,other vegetables,9.0
5408,whole milk,8.0
5408,cream cheese ,8.0
5408,frozen fish,8.0
5408,rolls/buns,8.0
5408,pastry,6.0
5414,other vegetables,9.0
5414,whole milk,8.0
5414,margarine,8.0
5414,jam,8.0
5414,salty snack,8.0
5414,shopping bags,8.0
5418,tropical fruit,9.0
5418,pip fruit,9.0
5418,root vegetables,9.0
5418,other vegetables,9.0
5418,whole milk,8.0
5418,curd,8.0
5418,yogurt,8.0
5418,tea,8.0
5418,bottled water,8.0
5418,salty snack,8.0
5418,kitchen towels,8.0
5418,newspapers,7.0
5419,tropical fruit,9.0
5419,whole milk,8.0
5419,beverages,8.0
5419,soda,5.0
5419,salty snack,8.0
5419,specialty bar,8.0
5419,newspapers,7.0
5423,frankfurter,8.0
5423,hamburger meat,8.0
5423,grapes,8.0
5423,other vegetables,9.0
5423,whole milk,8.0
5423,butter milk,8.0
5423,whipped/sour cream,8.0
5423,mayonnaise,8.0
5423,white bread,8.0
5423,roll products ,8.0
5423,sauces,8.0
5423,salty snack,8.0
5423,waffles,6.0
5423,chocolate,8.0
5424,tropical fruit,9.0
5424,root vegetables,9.0
5424,onions,9.0
5424,other vegetables,9.0
5424,curd,8.0
5424,whipped/sour cream,8.0
5424,spread cheese,8.0
5424,white bread,8.0
5424,bottled water,8.0
5424,soda,5.0
5425,liver loaf,8.0
5425,other vegetables,9.0
5425,butter,8.0
5425,yogurt,8.0
5425,whipped/sour cream,8.0
5425,cream cheese ,8.0
5425,margarine,8.0
5425,baking powder,6.0
5425,long life bakery product,5.0
5425,bathroom cleaner,7.0
5427,tropical fruit,9.0
5427,other vegetables,9.0
5427,cream cheese ,8.0
5427,baking powder,6.0
5427,long life bakery product,5.0
5428,frankfurter,8.0
5428,sausage,8.0
5428,organic sausage,9.0
5428,white bread,8.0
5428,brown bread,6.0
5428,waffles,6.0
5428,chocolate,8.0
5431,tropical fruit,9.0
5431,berries,9.0
5431,root vegetables,9.0
5431,butter,8.0
5431,UHT-milk,8.0
5431,bottled water,8.0
5431,soda,5.0
5432,beef,8.0
5432,root vegetables,9.0
5432,soda,5.0
5432,fruit/vegetable juice,8.0
5432,detergent,6.0
5432,newspapers,7.0
5434,frankfurter,8.0
5434,sausage,8.0
5434,tropical fruit,9.0
5434,root vegetables,9.0
5434,whole milk,8.0
5434,pastry,6.0
5435,beef,8.0
5435,citrus fruit,9.0
5435,root vegetables,9.0
5435,whole milk,8.0
5435,bottled water,8.0
5435,newspapers,7.0
5436,beef,8.0
5436,whole milk,8.0
5436,pastry,6.0
5436,flour,6.0
5436,pickled vegetables,8.0
5441,sausage,8.0
5441,whole milk,8.0
5441,spread cheese,8.0
5441,mayonnaise,8.0
5441,rolls/buns,8.0
5441,pastry,6.0
5441,pickled vegetables,8.0
5441,bottled water,8.0
5441,shopping bags,8.0
5443,yogurt,8.0
5443,frozen dessert,8.0
5443,rolls/buns,8.0
5443,pastry,6.0
5443,soda,5.0
5443,fruit/vegetable juice,8.0
5443,napkins,7.0
5444,pork,8.0
5444,whole milk,8.0
5444,pastry,6.0
5444,sugar,6.0
5444,newspapers,7.0
5445,tropical fruit,9.0
5445,root vegetables,9.0
5445,whole milk,8.0
5445,yogurt,8.0
5445,whipped/sour cream,8.0
5445,rolls/buns,8.0
5445,margarine,8.0
5445,sugar,6.0
5445,Instant food products,8.0
5445,bottled water,8.0
5446,rolls/buns,8.0
5446,margarine,8.0
5446,bottled water,8.0
5446,rum,8.0
5446,red/blush wine,8.0
5446,long life bakery product,5.0
5446,waffles,6.0
5446,chocolate,8.0
5452,sausage,8.0
5452,root vegetables,9.0
5452,whole milk,8.0
5452,whipped/sour cream,8.0
5452,rolls/buns,8.0
5452,mustard,8.0
5456,frankfurter,8.0
5456,beef,8.0
5456,other vegetables,9.0
5456,cream cheese ,8.0
5456,domestic eggs,8.0
5456,baking powder,6.0
5456,salty snack,8.0
5456,shopping bags,8.0
5458,sausage,8.0
5458,pork,8.0
5458,hard cheese,8.0
5458,rolls/buns,8.0
5458,pickled vegetables,8.0
5458,dish cleaner,8.0
5464,other vegetables,9.0
5464,bottled water,8.0
5464,canned beer,8.0
5464,chewing gum,8.0
5464,newspapers,7.0
5465,chicken,8.0
5465,hamburger meat,8.0
5465,herbs,9.0
5465,dessert,6.0
5465,beverages,8.0
5465,oil,8.0
5465,soda,5.0
5465,dish cleaner,8.0
5470,beef,8.0
5470,hamburger meat,8.0
5470,pip fruit,9.0
5470,berries,9.0
5470,other vegetables,9.0
5470,rolls/buns,8.0
5470,semi-finished bread,8.0
5470,baking powder,6.0
5470,white wine,8.0
5470,napkins,7.0
5470,cling film/bags,8.0
5471,sausage,8.0
5471,berries,9.0
5471,rolls/buns,8.0
5471,chewing gum,8.0
5471,shopping bags,8.0
5472,sausage,8.0
5472,ham,8.0
5472,tropical fruit,9.0
5472,whole milk,8.0
5472,butter,8.0
5472,processed cheese,8.0
5472,rolls/buns,8.0
5472,potato products,9.0
5472,rice,9.0
5472,margarine,8.0
5472,cereals,8.0
5472,cat food,8.0
5472,fruit/vegetable juice,8.0
5472,bottled beer,8.0
5472,chocolate,8.0
5472,napkins,7.0
5474,sausage,8.0
5474,other vegetables,9.0
5474,dessert,6.0
5474,yogurt,8.0
5474,UHT-milk,8.0
5474,cream cheese ,8.0
5474,frozen vegetables,8.0
5474,rolls/buns,8.0
5474,brown bread,6.0
5474,pastry,6.0
5474,specialty bar,8.0
5475,citrus fruit,9.0
5475,dessert,6.0
5475,yogurt,8.0
5475,UHT-milk,8.0
5475,frozen vegetables,8.0
5475,frozen fish,8.0
5475,zwieback,8.0
5475,spices,9.0
5475,waffles,6.0
5476,sausage,8.0
5476,ham,8.0
5476,sliced cheese,8.0
5476,frozen fish,8.0
5476,rolls/buns,8.0
5476,margarine,8.0
5476,mustard,8.0
5477,other vegetables,9.0
5477,whole milk,8.0
5477,yogurt,8.0
5477,ice cream,8.0
5477,brown bread,6.0
5477,pastry,6.0
5477,soda,5.0
5477,newspapers,7.0
5479,other vegetables,9.0
5479,whole milk,8.0
5479,rolls/buns,8.0
5479,skin care,7.0
5479,dishes,8.0
5479,flower (seeds),8.0
5482,citrus fruit,9.0
5482,tropical fruit,9.0
5482,pip fruit,9.0
5482,root vegetables,9.0
5482,packaged fruit/vegetables,9.0
5482,dessert,6.0
5482,yogurt,8.0
5482,UHT-milk,8.0
5482,hard cheese,8.0
5482,mayonnaise,8.0
5482,domestic eggs,8.0
5482,spices,9.0
5482,canned vegetables,8.0
5482,fruit/vegetable juice,8.0
5482,candy,8.0
5483,beef,8.0
5483,root vegetables,9.0
5483,herbs,9.0
5483,other vegetables,9.0
5483,whole milk,8.0
5483,butter,8.0
5483,rolls/buns,8.0
5483,brown bread,6.0
5483,bottled beer,8.0
5483,long life bakery product,5.0
5483,pot plants,8.0
5484,other vegetables,9.0
5484,packaged fruit/vegetables,9.0
5484,brown bread,6.0
5484,pastry,6.0
5484,light bulbs,8.0
5484,newspapers,7.0
5489,tropical fruit,9.0
5489,berries,9.0
5489,whole milk,8.0
5489,butter,8.0
5489,butter milk,8.0
5489,brown bread,6.0
5491,sausage,8.0
5491,chicken,8.0
5491,other vegetables,9.0
5491,whole milk,8.0
5491,whipped/sour cream,8.0
5491,domestic eggs,8.0
5491,rolls/buns,8.0
5491,house keeping products,8.0
5492,root vegetables,9.0
5492,whole milk,8.0
5492,hard cheese,8.0
5492,sauces,8.0
5492,bottled water,8.0
5492,fruit/vegetable juice,8.0
5494,chicken,8.0
5494,beef,8.0
5494,tropical fruit,9.0
5494,other vegetables,9.0
5494,soft cheese,8.0
5494,pickled vegetables,8.0
5494,bottled water,8.0
5494,detergent,6.0
5494,newspapers,7.0
5495,tropical fruit,9.0
5495,yogurt,8.0
5495,UHT-milk,8.0
5495,bottled water,8.0
5495,soda,5.0
5496,tropical fruit,9.0
5496,butter milk,8.0
5496,beverages,8.0
5496,bottled water,8.0
5496,fruit/vegetable juice,8.0
5496,salty snack,8.0
5496,chewing gum,8.0
5496,napkins,7.0
5496,newspapers,7.0
5496,shopping bags,8.0
5499,beef,8.0
5499,pip fruit,9.0
5499,root vegetables,9.0
5499,whole milk,8.0
5499,soft cheese,8.0
5499,bottled beer,8.0
5499,detergent,6.0
5500,hamburger meat,8.0
5500,root vegetables,9.0
5500,whole milk,8.0
5500,yogurt,8.0
5500,brown bread,6.0
5500,pastry,6.0
5500,bottled beer,8.0
5500,specialty chocolate,8.0
5500,flower (seeds),8.0
5501,other vegetables,9.0
5501,ice cream,8.0
5501,brown bread,6.0
5501,soda,5.0
5501,house keeping products,8.0
5501,newspapers,7.0
5503,pip fruit,9.0
5503,root vegetables,9.0
5503,frozen vegetables,8.0
5503,rolls/buns,8.0
5503,semi-finished bread,8.0
5503,soda,5.0
5503,white wine,8.0
5503,newspapers,7.0
5505,turkey,6.0
5505,tropical fruit,9.0
5505,root vegetables,9.0
5505,other vegetables,9.0
5505,butter,8.0
5505,whipped/sour cream,8.0
5505,hard cheese,8.0
5505,ketchup,8.0
5505,fruit/vegetable juice,8.0
5505,candy,8.0
5505,napkins,7.0
5509,whole milk,8.0
5509,yogurt,8.0
5509,brown bread,6.0
5509,chocolate,8.0
5509,newspapers,7.0
5513,hamburger meat,8.0
5513,whole milk,8.0
5513,tidbits,8.0
5513,frozen fish,8.0
5513,ice cream,8.0
5513,sauces,8.0
5513,salty snack,8.0
5513,kitchen towels,8.0
5517,other vegetables,9.0
5517,white bread,8.0
5517,pickled vegetables,8.0
5517,soda,5.0
5517,shopping bags,8.0
5518,citrus fruit,9.0
5518,pip fruit,9.0
5518,other vegetables,9.0
5518,whole milk,8.0
5518,frozen vegetables,8.0
5518,bottled water,8.0
5520,frankfurter,8.0
5520,whole milk,8.0
5520,yogurt,8.0
5520,frozen vegetables,8.0
5520,coffee,8.0
5520,bottled water,8.0
5520,bottled beer,8.0
5525,turkey,6.0
5525,pork,8.0
5525,beef,8.0
5525,herbs,9.0
5525,other vegetables,9.0
5525,soft cheese,8.0
5525,frozen vegetables,8.0
5525,rolls/buns,8.0
5525,rice,9.0
5527,citrus fruit,9.0
5527,tropical fruit,9.0
5527,pip fruit,9.0
5527,other vegetables,9.0
5527,curd,8.0
5527,butter milk,8.0
5527,UHT-milk,8.0
5527,frozen meals,8.0
5527,brown bread,6.0
5527,semi-finished bread,8.0
5527,spices,9.0
5527,fruit/vegetable juice,8.0
5527,hygiene articles,7.0
5529,other vegetables,9.0
5529,whole milk,8.0
5529,butter,8.0
5529,domestic eggs,8.0
5529,waffles,6.0
5529,candy,8.0
5529,seasonal products,8.0
5529,detergent,6.0
5530,root vegetables,9.0
5530,other vegetables,9.0
5530,whole milk,8.0
5530,yogurt,8.0
5530,whipped/sour cream,8.0
5530,flour,6.0
5530,long life bakery product,5.0
5530,shopping bags,8.0
5534,yogurt,8.0
5534,beverages,8.0
